    1	44280	
    2	5.21058e+07	
    3	1.21225e+09	
    4	3.65365e+09	
    5	2.35159e+09	
    6	3.28981e+09	
    7	3.13902e+09	
    8	1.97984e+09	
    9	8.94605e+08	
   10	1.48483e+09	
   11	2.89905e+09	
   12	4.23875e+09	
   13	3.77825e+09	
   14	4.20782e+09	
   15	1.36696e+09	
   16	2.88287e+09	
   17	3.70709e+08	
   18	2.03832e+09	
   19	2.55814e+09	
   20	9.2953e+08	
   21	2.13866e+09	
   22	3.58189e+09	
   23	3.8232e+08	
   24	4.20994e+09	
   25	1.04822e+09	
   26	3.79759e+09	
   27	3.80137e+09	
   28	1.57844e+09	
   29	3.84722e+09	
   30	3.18239e+09	
   31	8.24777e+08	
   32	1.4505e+09	
   33	2.33409e+09	
   34	2.66912e+09	
   35	3.22199e+09	
   36	2.74326e+09	
   37	4.0523e+08	
   38	7.02718e+07	
   39	3.68739e+09	
   40	1.53093e+09	
   41	1.904e+09	
   42	9.18796e+08	
   43	4.08581e+09	
   44	3.4393e+09	
   45	3.26697e+09	
   46	4.21084e+09	
   47	3.70241e+09	
   48	3.26048e+09	
   49	1.40229e+09	
   50	1.8307e+09	
   51	1.73522e+09	
   52	4.71019e+08	
   53	1.27853e+09	
   54	2.00617e+09	
   55	1.94398e+09	
   56	1.6946e+09	
   57	2.67527e+09	
   58	3.10107e+09	
   59	8.80007e+08	
   60	3.87843e+09	
   61	2.9354e+09	
   62	2.05968e+09	
   63	2.09498e+09	
   64	1.10502e+09	
   65	9.10108e+08	
   66	1.00619e+09	
   67	8.69515e+08	
   68	8.66525e+08	
   69	6.17867e+08	
   70	2.21784e+09	
   71	3.91784e+09	
   72	1.75987e+09	
   73	1.5302e+09	
   74	3.56263e+09	
   75	2.62295e+08	
   76	3.83492e+09	
   77	1.4955e+09	
   78	3.61701e+09	
   79	3.30966e+08	
   80	1.63411e+08	
   81	6.19722e+08	
   82	3.00524e+09	
   83	1.73671e+09	
   84	2.39948e+09	
   85	2.22337e+09	
   86	2.22856e+09	
   87	2.06045e+09	
   88	1.76759e+09	
   89	2.55267e+09	
   90	1.71039e+09	
   91	2.03529e+09	
   92	2.65072e+09	
   93	2.11988e+09	
   94	4.26413e+09	
   95	7.00984e+08	
   96	3.97145e+09	
   97	2.43611e+09	
   98	3.05583e+09	
   99	5.38181e+08	
  100	3.72086e+09	
  101	1.55015e+09	
  102	2.95463e+09	
  103	1.39764e+09	
  104	2.88019e+08	
  105	4.01434e+09	
  106	3.34848e+08	
  107	1.47214e+09	
  108	5.05975e+08	
  109	3.93601e+09	
  110	1.45699e+09	
  111	3.45401e+09	
  112	6.3424e+07	
  113	3.60954e+09	
  114	1.61857e+09	
  115	3.65456e+09	
  116	1.95632e+09	
  117	3.71939e+09	
  118	3.84099e+09	
  119	3.63376e+09	
  120	4.02593e+09	
  121	1.65034e+09	
  122	3.60792e+07	
  123	3.36843e+09	
  124	5.65237e+08	
  125	1.17245e+09	
  126	6.19439e+08	
  127	1.11248e+09	
  128	1.28207e+09	
  129	2.13345e+09	
  130	3.30271e+09	
  131	2.71444e+09	
  132	1.87828e+09	
  133	3.53563e+09	
  134	5.87462e+07	
  135	3.49993e+09	
  136	2.17672e+09	
  137	3.25718e+08	
  138	2.05188e+09	
  139	3.64814e+09	
  140	3.11071e+09	
  141	3.94732e+09	
  142	1.56044e+09	
  143	3.99855e+08	
  144	4.24591e+09	
  145	1.00489e+09	
  146	2.70516e+09	
  147	3.21161e+09	
  148	2.34101e+09	
  149	1.2394e+09	
  150	3.82001e+09	
  151	3.89538e+09	
  152	3.72116e+09	
  153	7.08818e+08	
  154	2.80484e+09	
  155	1.31165e+09	
  156	6.30309e+08	
  157	6.99047e+08	
  158	1.68155e+09	
  159	1.262e+09	
  160	2.09297e+09	
  161	4.56832e+08	
  162	8.59375e+08	
  163	3.25662e+09	
  164	3.97262e+09	
  165	1.10932e+09	
  166	2.56867e+09	
  167	1.09794e+09	
  168	3.3633e+08	
  169	2.43226e+09	
  170	2.4087e+09	
  171	1.99194e+09	
  172	4.02667e+09	
  173	4.29382e+08	
  174	2.09226e+08	
  175	3.89102e+09	
  176	3.64954e+09	
  177	4.17465e+09	
  178	9.18999e+08	
  179	1.6921e+09	
  180	1.64155e+09	
  181	4.23846e+09	
  182	1.52701e+09	
  183	2.0714e+09	
  184	2.45847e+09	
  185	1.86674e+09	
  186	2.33794e+09	
  187	1.14346e+09	
  188	1.94079e+09	
  189	5.04067e+08	
  190	3.48857e+09	
  191	4.1112e+09	
  192	4.26928e+09	
  193	1.56099e+09	
  194	2.56781e+09	
  195	3.93386e+09	
  196	2.38074e+08	
  197	3.85347e+09	
  198	2.61021e+09	
  199	1.79645e+09	
  200	1.46076e+09	
  201	2.8919e+09	
  202	2.901e+09	
  203	7.6089e+08	
  204	4.75892e+08	
  205	1.59935e+09	
  206	4.06761e+08	
  207	3.39386e+09	
  208	1.71994e+09	
  209	1.97635e+09	
  210	2.56874e+09	
  211	3.17458e+09	
  212	9.95046e+08	
  213	2.64553e+09	
  214	1.55863e+08	
  215	1.26085e+09	
  216	3.18821e+09	
  217	3.06311e+09	
