-0.839072	-0.839072	-0.839092
-0.930426	-0.925722	-0.930413
-0.984688	-0.980370	-0.984705
-0.999693	-0.997076	-0.999709
-0.974844	-0.973748	-0.974839
-0.911130	-0.910976	-0.911111
-0.811093	-0.811357	-0.811074
-0.678720	-0.679065	-0.678714
-0.519289	-0.519553	-0.519299
-0.339155	-0.339295	-0.339175
-0.145500	-0.145538	-0.145521
0.053955	0.053979	0.053943
0.251260	0.251306	0.251260
0.438547	0.438590	0.438560
0.608351	0.608379	0.608373
0.753902	0.753913	0.753925
0.869397	0.869395	0.869414
0.950233	0.950224	0.950239
0.993185	0.993175	0.993179
0.996542	0.996535	0.996526
0.960170	0.960167	0.960148
0.885520	0.885519	0.885496
0.775566	0.775568	0.775547
0.634693	0.634696	0.634683
0.468517	0.468519	0.468518
0.283662	0.283664	0.283674
0.087499	0.087499	0.087519
-0.112153	-0.112153	-0.112128
-0.307333	-0.307334	-0.307309
-0.490261	-0.490262	-0.490243
-0.653644	-0.653644	-0.653634
-0.790968	-0.790968	-0.790969
-0.896758	-0.896758	-0.896770
-0.966798	-0.966798	-0.966818
-0.998295	-0.998294	-0.998319
-0.989992	-0.989992	-0.990017
-0.942222	-0.942222	-0.942243
-0.856889	-0.856889	-0.856902
-0.737394	-0.737394	-0.737397
-0.588501	-0.588501	-0.588494
-0.416147	-0.416147	-0.416131
-0.227202	-0.227202	-0.227179
-0.029200	-0.029200	-0.029174
0.169967	0.169967	0.169992
0.362358	0.362358	0.362377
0.540302	0.540303	0.540313
0.696707	0.696707	0.696708
0.825336	0.825336	0.825326
0.921061	0.921061	0.921043
0.980067	0.980066	0.980043
1.000000	1.000000	0.999974
0.980067	0.980066	0.980043
0.921061	0.921061	0.921043
0.825336	0.825336	0.825326
0.696707	0.696707	0.696708
0.540302	0.540303	0.540313
0.362358	0.362358	0.362377
0.169967	0.169967	0.169992
-0.029200	-0.029200	-0.029174
-0.227202	-0.227202	-0.227179
-0.416147	-0.416147	-0.416131
-0.588501	-0.588501	-0.588494
-0.737394	-0.737394	-0.737397
-0.856889	-0.856889	-0.856902
-0.942222	-0.942222	-0.942243
-0.989992	-0.989992	-0.990017
-0.998295	-0.998294	-0.998319
-0.966798	-0.966798	-0.966818
-0.896758	-0.896758	-0.896770
-0.790968	-0.790968	-0.790969
-0.653644	-0.653644	-0.653634
-0.490261	-0.490262	-0.490243
-0.307333	-0.307334	-0.307309
-0.112153	-0.112153	-0.112128
0.087499	0.087499	0.087519
0.283662	0.283664	0.283674
0.468517	0.468519	0.468518
0.634693	0.634696	0.634683
0.775566	0.775568	0.775547
0.885520	0.885519	0.885496
0.960170	0.960167	0.960148
0.996542	0.996535	0.996526
0.993185	0.993175	0.993179
0.950233	0.950224	0.950239
0.869397	0.869395	0.869414
0.753902	0.753913	0.753925
0.608351	0.608379	0.608373
0.438547	0.438590	0.438560
0.251260	0.251306	0.251260
0.053955	0.053979	0.053943
-0.145500	-0.145538	-0.145521
-0.339155	-0.339295	-0.339175
-0.519289	-0.519553	-0.519299
-0.678720	-0.679065	-0.678714
-0.811093	-0.811357	-0.811074
-0.911130	-0.910976	-0.911111
-0.974844	-0.973748	-0.974839
-0.999693	-0.997076	-0.999709
-0.984688	-0.980370	-0.984705
-0.930426	-0.925722	-0.930413
-0.839072	-0.839072	-0.839092
