0.242602	-0.423062	0.505517	0.490828	0.406011	0.142515	0.28366	
0.36304	-0.474215	0.266103	-0.113444	-0.428619	-0.334369	-0.513578	
0.444427	-0.310062	-0.233749	-0.496204	-0.143646	0.474501	0.399131	
0.472929	-1.40058e-11	-0.487859	3.85974e-11	0.511481	-0.526033	-0.00230779	
0.444427	0.310062	-0.233749	0.496204	-0.143646	0.47882	-0.394948	
0.36304	0.474215	0.266103	0.113444	-0.428619	-0.339939	0.51062	
0.242602	0.423062	0.505517	-0.490828	0.406011	0.145594	-0.282396	
0.242606	0.505513	0.406041	0.423063	0.143873	-0.490828	-0.283031	
0.363043	0.266095	-0.428704	0.474214	-0.336988	0.113444	0.512104	
0.444425	-0.233758	-0.143532	0.310063	0.476721	0.496204	-0.397043	
0.472925	-0.487868	0.511357	-1.04883e-06	-0.526259	-5.50142e-08	-1.62851e-13	
0.444425	-0.233758	-0.143528	-0.31006	0.476737	-0.496204	0.397043	
0.363043	0.266095	-0.428699	-0.474217	-0.336964	-0.113444	-0.512104	
0.242606	0.505513	0.406045	-0.423061	0.143893	0.490828	0.283031	
