0.000000	1.051250	0.501250
0.100000	1.104850	0.505143
0.200000	1.160577	0.511855
0.300000	1.218125	0.521602
0.400000	1.277084	0.534640
0.500000	1.336929	0.551270
0.600000	1.396998	0.571838
0.700000	1.456473	0.596735
0.800000	1.514368	0.626388
0.900000	1.569518	0.661254
1.000000	1.620580	0.701794
1.100000	1.666046	0.748445
1.200000	1.704278	0.801576
1.300000	1.733572	0.861420
1.400000	1.752247	0.928002
1.500000	1.758770	1.001044
1.600000	1.751908	1.079872
1.700000	1.730887	1.163337
1.800000	1.695547	1.249767
1.900000	1.646450	1.336979
2.000000	1.584907	1.422372
2.100000	1.512925	1.503101
2.200000	1.433039	1.576309
2.300000	1.348082	1.639397
2.400000	1.260918	1.690266
2.500000	1.174200	1.727492
2.600000	1.090183	1.750404
2.700000	1.010616	1.759069
2.800000	0.936724	1.754187
2.900000	0.869242	1.736946
3.000000	0.808495	1.708855
3.100000	0.754492	1.671593
3.200000	0.707018	1.626875
3.300000	0.665718	1.576356
3.400000	0.630158	1.521569
3.500000	0.599875	1.463881
3.600000	0.574410	1.404483
3.700000	0.553328	1.344385
3.800000	0.536233	1.284424
3.900000	0.522772	1.225281
4.000000	0.512639	1.167498
4.100000	0.505571	1.111496
4.200000	0.501347	1.057594
4.300000	0.499786	1.006023
4.400000	0.500742	0.956944
4.500000	0.504101	0.910461
4.600000	0.509778	0.866631
4.700000	0.517713	0.825476
4.800000	0.527866	0.786988
4.900000	0.540221	0.751141
5.000000	0.554777	0.717892
5.100000	0.571548	0.687191
5.200000	0.590560	0.658980
5.300000	0.611853	0.633201
5.400000	0.635473	0.609797
5.500000	0.661474	0.588716
5.600000	0.689911	0.569911
5.700000	0.720844	0.553345
5.800000	0.754329	0.538992
5.900000	0.790417	0.526839
6.000000	0.829148	0.516888
6.100000	0.870548	0.509158
6.200000	0.914620	0.503691
6.300000	0.961342	0.500547
6.400000	1.010651	0.499815
6.500000	1.062439	0.501612
6.600000	1.116538	0.506085
6.700000	1.172710	0.513421
6.800000	1.230628	0.523843
6.900000	1.289859	0.537616
7.000000	1.349851	0.555051
7.100000	1.409908	0.576505
7.200000	1.469180	0.602378
7.300000	1.526642	0.633104
7.400000	1.581090	0.669143
7.500000	1.631142	0.710958
7.600000	1.675258	0.758974
7.700000	1.711778	0.813539
7.800000	1.738991	0.874850
7.900000	1.755235	0.942876
8.000000	1.759022	1.017265
8.100000	1.749203	1.097248
